purchase_id,medicine_id,shop_id,supplier_name,purchase_date,quantity,cost_price
PUR6389,MED2561,SHOP3041,MedLink,2024-12-20,58,270
PUR6390,MED2967,SHOP3116,HealthCorp,2021-03-18,55,225
PUR6391,MED2695,SHOP3134,ABC Suppliers,2021-09-30,50,201
PUR6392,MED2075,SHOP3121,LifeLine,2019-11-18,63,192
PUR6393,MED2578,SHOP3062,LifeLine,2020-11-01,21,193
PUR6394,MED2441,SHOP3013,MedLink,2023-11-09,46,133
PUR6395,MED2873,SHOP3115,LifeLine,2022-12-21,34,153
PUR6396,MED2939,SHOP3133,LifeLine,2020-01-27,59,263
PUR6397,MED2328,SHOP3020,MedLink,2023-09-23,16,153
PUR6398,MED2905,SHOP3096,ABC Suppliers,2020-12-26,76,145
PUR6399,MED2835,SHOP3001,MedLink,2021-04-16,76,237
PUR6400,MED2171,SHOP3104,LifeLine,2025-04-14,67,226
PUR6401,MED2770,SHOP3100,HealthCorp,2021-10-16,31,301
PUR6402,MED2066,SHOP3054,LifeLine,2019-09-12,63,183
PUR6403,MED2067,SHOP3060,MedLink,2023-02-24,44,189
PUR6404,MED2050,SHOP3135,HealthCorp,2025-06-08,70,318
PUR6405,MED2318,SHOP3116,ABC Suppliers,2025-08-05,53,181
PUR6406,MED2859,SHOP3042,LifeLine,2020-02-12,12,314
PUR6407,MED2987,SHOP3003,HealthCorp,2023-06-13,57,272
PUR6408,MED2615,SHOP3119,MedLink,2021-06-16,88,246
PUR6409,MED2612,SHOP3049,LifeLine,2023-05-09,32,313
PUR6410,MED2051,SHOP3119,HealthCorp,2025-04-12,53,216
PUR6411,MED2266,SHOP3093,HealthCorp,2021-05-04,55,198
PUR6412,MED2347,SHOP3060,ABC Suppliers,2021-11-06,69,134
PUR6413,MED2808,SHOP3083,HealthCorp,2023-03-30,44,227
PUR6414,MED2805,SHOP3054,LifeLine,2024-08-10,30,145
PUR6415,MED2940,SHOP3099,LifeLine,2023-01-07,65,243
PUR6416,MED2730,SHOP3082,ABC Suppliers,2024-02-19,28,155
PUR6417,MED2189,SHOP3026,ABC Suppliers,2022-01-20,68,154
PUR6418,MED2530,SHOP3082,HealthCorp,2024-06-04,37,271
PUR6419,MED2742,SHOP3080,ABC Suppliers,2022-12-22,10,191
PUR6420,MED2696,SHOP3019,LifeLine,2023-11-10,67,262
PUR6421,MED2222,SHOP3020,MedLink,2023-01-20,31,221
PUR6422,MED2675,SHOP3132,ABC Suppliers,2023-01-23,-8,159
PUR6423,MED2894,SHOP3143,LifeLine,2025-01-24,36,195
PUR6424,MED2196,SHOP3138,MedLink,2019-04-09,62,284
PUR6425,MED2446,SHOP3149,LifeLine,2024-06-23,63,174
PUR6426,MED2970,SHOP3011,MedLink,2024-05-22,68,158
PUR6427,MED2650,SHOP3036,LifeLine,2022-06-05,49,221
PUR6428,MED2159,SHOP3011,MedLink,2021-02-10,60,245
PUR6429,MED2733,SHOP3034,HealthCorp,2023-05-07,90,190
PUR6430,MED2847,SHOP3135,HealthCorp,2020-02-07,49,153
PUR6431,MED2585,SHOP3093,HealthCorp,2019-12-04,30,177
PUR6432,MED2036,SHOP3069,HealthCorp,2023-04-01,51,166
PUR6433,MED2667,SHOP3054,ABC Suppliers,2024-06-27,69,231
PUR6434,MED2437,SHOP3029,MedLink,2023-12-13,73,168
PUR6435,MED2499,SHOP3040,HealthCorp,2021-09-16,46,206
PUR6436,MED2776,SHOP3068,LifeLine,2022-07-04,35,265
PUR6437,MED2911,SHOP3016,LifeLine,2021-11-01,61,249
PUR6438,MED2627,SHOP3101,HealthCorp,2022-10-13,56,143
PUR6439,MED2155,SHOP3046,ABC Suppliers,2023-11-30,63,121
PUR6440,MED2450,SHOP3008,LifeLine,2025-01-10,58,159
PUR6441,MED2471,SHOP3143,HealthCorp,2021-04-03,58,201
PUR6442,MED2062,SHOP3114,ABC Suppliers,2023-11-08,32,238
PUR6443,MED2675,SHOP3080,ABC Suppliers,2020-07-04,14,228
PUR6444,MED2196,SHOP3142,ABC Suppliers,2022-05-28,32,174
PUR6445,MED2491,SHOP3008,MedLink,2019-02-13,28,218
PUR6446,MED2836,SHOP3138,LifeLine,2020-08-17,73,202
PUR6447,MED2886,SHOP3118,ABC Suppliers,2023-11-30,34,110
PUR6448,MED2032,SHOP3017,ABC Suppliers,2022-09-13,81,227
PUR6449,MED2350,SHOP3030,HealthCorp,2025-03-10,89,222
PUR6450,MED2377,SHOP3024,LifeLine,2023-03-21,66,186
PUR6451,MED2953,SHOP3015,ABC Suppliers,2024-01-08,56,160
PUR6452,MED2355,SHOP3008,ABC Suppliers,2023-02-05,82,236
PUR6453,MED2450,SHOP3127,MedLink,2019-03-14,25,166
PUR6454,MED2772,SHOP3109,HealthCorp,2024-11-16,39,307
PUR6455,MED2598,SHOP3008,LifeLine,2020-12-26,34,226
PUR6456,MED2242,SHOP3031,MedLink,2020-01-07,55,305
PUR6457,MED2352,SHOP3042,MedLink,2022-07-12,104,218
PUR6458,MED2481,SHOP3133,HealthCorp,2025-03-20,17,77
PUR6459,MED2018,SHOP3071,LifeLine,2020-11-06,25,194
PUR6460,MED2347,SHOP3060,LifeLine,2020-07-16,85,245
PUR6461,MED2293,SHOP3129,LifeLine,2019-10-20,39,239
PUR6462,MED2814,SHOP3105,LifeLine,2019-01-06,64,188
PUR6463,MED2551,SHOP3119,HealthCorp,2022-12-18,27,189
PUR6464,MED2679,SHOP3126,HealthCorp,2023-10-20,38,236
PUR6465,MED2886,SHOP3139,MedLink,2025-02-12,70,241
PUR6466,MED2900,SHOP3021,MedLink,2024-04-02,76,247
PUR6467,MED2123,SHOP3132,MedLink,2025-07-23,38,149
PUR6468,MED2906,SHOP3025,LifeLine,2025-08-27,64,270
PUR6469,MED2321,SHOP3032,MedLink,2021-06-07,45,253
PUR6470,MED2575,SHOP3080,MedLink,2021-01-02,6,218
PUR6471,MED2343,SHOP3103,MedLink,2021-08-16,68,105
PUR6472,MED2311,SHOP3003,ABC Suppliers,2021-06-27,76,111
PUR6473,MED2934,SHOP3043,LifeLine,2024-04-11,78,229
PUR6474,MED2809,SHOP3104,MedLink,2019-02-22,42,193
PUR6475,MED2892,SHOP3135,ABC Suppliers,2019-11-06,4,130
PUR6476,MED2224,SHOP3014,MedLink,2023-06-30,43,105
PUR6477,MED2046,SHOP3147,ABC Suppliers,2019-10-10,75,202
PUR6478,MED2660,SHOP3090,HealthCorp,2025-04-05,37,182
PUR6479,MED2846,SHOP3121,MedLink,2019-12-27,30,193
PUR6480,MED2429,SHOP3149,HealthCorp,2021-01-01,59,186
PUR6481,MED2321,SHOP3124,MedLink,2023-06-15,63,302
PUR6482,MED2759,SHOP3091,LifeLine,2019-07-26,82,188
PUR6483,MED2252,SHOP3049,HealthCorp,2020-06-08,45,202
PUR6484,MED2202,SHOP3013,ABC Suppliers,2023-11-30,65,208
PUR6485,MED2526,SHOP3068,ABC Suppliers,2019-09-19,67,116
PUR6486,MED2225,SHOP3096,MedLink,2020-07-02,14,188
PUR6487,MED2519,SHOP3060,LifeLine,2019-12-28,52,211
PUR6488,MED2361,SHOP3004,HealthCorp,2021-08-27,49,168
PUR6489,MED2172,SHOP3098,ABC Suppliers,2022-11-25,77,162
PUR6490,MED2275,SHOP3085,MedLink,2023-12-12,9,288
PUR6491,MED2514,SHOP3106,LifeLine,2022-02-03,63,209
PUR6492,MED2300,SHOP3013,LifeLine,2022-05-05,50,215
PUR6493,MED2055,SHOP3079,ABC Suppliers,2022-04-26,40,192
PUR6494,MED2616,SHOP3123,ABC Suppliers,2023-04-12,40,130
PUR6495,MED2586,SHOP3000,ABC Suppliers,2025-07-18,5,302
PUR6496,MED2832,SHOP3065,MedLink,2022-02-16,43,181
PUR6497,MED2738,SHOP3133,MedLink,2025-07-18,8,263
PUR6498,MED2125,SHOP3109,LifeLine,2019-06-20,50,186
PUR6499,MED2462,SHOP3092,ABC Suppliers,2024-06-28,54,139
PUR6500,MED2544,SHOP3114,HealthCorp,2024-11-28,69,134
PUR6501,MED2076,SHOP3070,MedLink,2021-12-27,61,125
PUR6502,MED2080,SHOP3146,LifeLine,2019-01-20,52,186
PUR6503,MED2726,SHOP3137,LifeLine,2020-05-20,49,307
PUR6504,MED2917,SHOP3100,LifeLine,2024-02-26,-2,169
PUR6505,MED2028,SHOP3114,HealthCorp,2020-09-27,55,269
PUR6506,MED2890,SHOP3043,HealthCorp,2025-03-23,14,172
PUR6507,MED2973,SHOP3076,ABC Suppliers,2019-04-25,62,243
PUR6508,MED2976,SHOP3026,MedLink,2024-07-17,90,187
PUR6509,MED2862,SHOP3049,MedLink,2021-10-19,44,172
PUR6510,MED2984,SHOP3076,LifeLine,2025-06-27,22,192
PUR6511,MED2255,SHOP3020,LifeLine,2024-12-08,55,276
PUR6512,MED2342,SHOP3080,MedLink,2019-12-23,109,297
PUR6513,MED2797,SHOP3054,HealthCorp,2025-04-06,62,204
PUR6514,MED2347,SHOP3109,MedLink,2025-01-20,16,230
PUR6515,MED2785,SHOP3028,ABC Suppliers,2023-06-30,62,65
PUR6516,MED2395,SHOP3102,HealthCorp,2025-06-01,77,131
PUR6517,MED2527,SHOP3013,LifeLine,2021-01-10,38,170
PUR6518,MED2890,SHOP3067,HealthCorp,2023-02-04,32,162
PUR6519,MED2597,SHOP3139,HealthCorp,2021-10-21,71,181
PUR6520,MED2684,SHOP3094,ABC Suppliers,2022-06-10,59,262
PUR6521,MED2479,SHOP3025,ABC Suppliers,2023-04-02,27,275
PUR6522,MED2954,SHOP3046,MedLink,2021-04-30,50,193
PUR6523,MED2202,SHOP3040,LifeLine,2024-10-26,45,236
PUR6524,MED2677,SHOP3131,LifeLine,2024-05-06,39,171
PUR6525,MED2565,SHOP3007,LifeLine,2024-12-13,33,128
PUR6526,MED2913,SHOP3127,MedLink,2021-08-20,33,186
PUR6527,MED2427,SHOP3014,LifeLine,2021-03-29,33,251
PUR6528,MED2463,SHOP3128,ABC Suppliers,2022-03-10,27,171
PUR6529,MED2650,SHOP3111,HealthCorp,2023-02-04,37,182
PUR6530,MED2180,SHOP3066,ABC Suppliers,2021-10-26,71,142
PUR6531,MED2487,SHOP3044,LifeLine,2022-12-20,64,176
PUR6532,MED2525,SHOP3077,MedLink,2019-04-27,42,203
PUR6533,MED2687,SHOP3135,MedLink,2023-12-04,47,182
PUR6534,MED2125,SHOP3028,ABC Suppliers,2024-11-02,92,238
PUR6535,MED2840,SHOP3036,ABC Suppliers,2023-10-17,26,102
PUR6536,MED2102,SHOP3020,LifeLine,2022-05-05,39,261
PUR6537,MED2297,SHOP3012,MedLink,2020-12-30,74,326
PUR6538,MED2209,SHOP3006,MedLink,2025-04-07,55,185
PUR6539,MED2841,SHOP3096,HealthCorp,2019-12-08,46,181
PUR6540,MED2873,SHOP3017,HealthCorp,2025-02-07,46,190
PUR6541,MED2440,SHOP3046,LifeLine,2022-09-25,52,258
PUR6542,MED2901,SHOP3064,LifeLine,2022-02-02,53,318
PUR6543,MED2107,SHOP3098,HealthCorp,2022-02-12,50,136
PUR6544,MED2275,SHOP3059,ABC Suppliers,2022-03-28,83,245
PUR6545,MED2671,SHOP3092,MedLink,2022-10-30,62,320
PUR6546,MED2480,SHOP3143,ABC Suppliers,2019-07-12,32,164
PUR6547,MED2900,SHOP3091,MedLink,2021-04-27,68,235
PUR6548,MED2327,SHOP3131,HealthCorp,2025-06-07,62,221
PUR6549,MED2148,SHOP3037,MedLink,2021-04-15,93,211
PUR6550,MED2802,SHOP3101,MedLink,2021-05-27,38,268
PUR6551,MED2509,SHOP3018,MedLink,2021-12-28,50,245
PUR6552,MED2838,SHOP3085,ABC Suppliers,2024-02-21,48,169
PUR6553,MED2656,SHOP3021,LifeLine,2021-06-27,54,205
PUR6554,MED2163,SHOP3052,HealthCorp,2019-03-16,66,269
PUR6555,MED2888,SHOP3025,ABC Suppliers,2022-03-16,37,140
PUR6556,MED2251,SHOP3045,ABC Suppliers,2020-09-20,13,115
PUR6557,MED2290,SHOP3010,ABC Suppliers,2023-11-06,27,167
PUR6558,MED2752,SHOP3100,ABC Suppliers,2023-05-04,44,247
PUR6559,MED2219,SHOP3089,MedLink,2022-12-06,59,200
PUR6560,MED2325,SHOP3033,MedLink,2025-04-01,36,210
PUR6561,MED2167,SHOP3083,LifeLine,2022-09-23,68,269
PUR6562,MED2417,SHOP3094,ABC Suppliers,2022-07-09,29,219
PUR6563,MED2166,SHOP3009,MedLink,2019-07-07,50,246
PUR6564,MED2523,SHOP3088,HealthCorp,2023-09-13,26,212
PUR6565,MED2565,SHOP3137,LifeLine,2020-05-05,85,225
PUR6566,MED2381,SHOP3017,ABC Suppliers,2021-08-21,50,195
PUR6567,MED2825,SHOP3118,ABC Suppliers,2022-04-21,68,234
PUR6568,MED2388,SHOP3133,HealthCorp,2025-07-31,51,203
PUR6569,MED2953,SHOP3039,ABC Suppliers,2020-11-09,57,336
PUR6570,MED2975,SHOP3028,LifeLine,2023-07-19,45,268
PUR6571,MED2912,SHOP3019,HealthCorp,2025-05-07,28,250
PUR6572,MED2283,SHOP3057,ABC Suppliers,2021-04-12,48,163
PUR6573,MED2489,SHOP3065,ABC Suppliers,2022-11-03,91,272
PUR6574,MED2137,SHOP3126,LifeLine,2022-03-16,67,216
PUR6575,MED2154,SHOP3079,MedLink,2019-04-24,30,177
PUR6576,MED2823,SHOP3115,LifeLine,2024-11-14,47,194
PUR6577,MED2334,SHOP3097,HealthCorp,2024-11-28,72,235
PUR6578,MED2516,SHOP3124,ABC Suppliers,2023-03-05,65,222
PUR6579,MED2478,SHOP3011,HealthCorp,2021-04-18,39,163
PUR6580,MED2340,SHOP3088,LifeLine,2022-09-08,31,152
PUR6581,MED2601,SHOP3147,HealthCorp,2025-01-09,64,155
PUR6582,MED2277,SHOP3083,LifeLine,2021-04-09,66,246
PUR6583,MED2882,SHOP3024,LifeLine,2021-09-04,17,262
PUR6584,MED2671,SHOP3013,LifeLine,2020-04-12,27,225
PUR6585,MED2145,SHOP3115,HealthCorp,2022-05-17,58,156
PUR6586,MED2918,SHOP3024,HealthCorp,2020-05-20,36,229
PUR6587,MED2497,SHOP3088,HealthCorp,2020-08-27,43,241
PUR6588,MED2161,SHOP3144,ABC Suppliers,2023-09-23,17,252
PUR6589,MED2722,SHOP3142,HealthCorp,2022-03-31,29,129
PUR6590,MED2907,SHOP3128,LifeLine,2020-01-29,63,139
PUR6591,MED2969,SHOP3029,HealthCorp,2022-03-02,43,156
PUR6592,MED2147,SHOP3045,MedLink,2019-04-08,44,159
PUR6593,MED2621,SHOP3040,MedLink,2024-05-25,26,213
PUR6594,MED2711,SHOP3066,MedLink,2019-09-24,30,200
PUR6595,MED2260,SHOP3064,LifeLine,2023-04-10,44,307
PUR6596,MED2418,SHOP3116,HealthCorp,2021-10-28,38,166
PUR6597,MED2639,SHOP3146,HealthCorp,2023-11-05,95,181
PUR6598,MED2754,SHOP3146,HealthCorp,2022-03-12,45,137
PUR6599,MED2511,SHOP3021,LifeLine,2023-03-19,18,218
PUR6600,MED2500,SHOP3070,ABC Suppliers,2022-05-11,34,187
PUR6601,MED2771,SHOP3136,HealthCorp,2021-08-17,21,144
PUR6602,MED2350,SHOP3013,LifeLine,2022-01-09,37,150
PUR6603,MED2586,SHOP3054,LifeLine,2021-05-10,58,137
PUR6604,MED2548,SHOP3002,HealthCorp,2020-10-30,90,92
PUR6605,MED2914,SHOP3062,HealthCorp,2023-04-25,18,164
PUR6606,MED2317,SHOP3148,ABC Suppliers,2019-09-06,25,204
PUR6607,MED2167,SHOP3146,ABC Suppliers,2023-08-26,51,237
PUR6608,MED2808,SHOP3092,HealthCorp,2019-08-03,26,177
PUR6609,MED2215,SHOP3015,ABC Suppliers,2022-04-29,76,265
PUR6610,MED2771,SHOP3120,LifeLine,2021-08-12,17,217
PUR6611,MED2104,SHOP3129,ABC Suppliers,2021-09-02,33,215
PUR6612,MED2733,SHOP3056,ABC Suppliers,2020-04-28,53,147
PUR6613,MED2122,SHOP3148,ABC Suppliers,2020-10-02,87,160
PUR6614,MED2971,SHOP3040,MedLink,2020-07-29,25,240
PUR6615,MED2731,SHOP3089,MedLink,2023-06-26,53,149
PUR6616,MED2325,SHOP3135,LifeLine,2024-03-28,63,217
PUR6617,MED2472,SHOP3122,LifeLine,2021-04-19,56,208
PUR6618,MED2012,SHOP3104,ABC Suppliers,2024-07-04,55,214
PUR6619,MED2504,SHOP3043,ABC Suppliers,2019-01-13,61,197
PUR6620,MED2339,SHOP3097,MedLink,2021-08-14,36,191
PUR6621,MED2213,SHOP3061,ABC Suppliers,2021-01-30,60,131
PUR6622,MED2971,SHOP3070,LifeLine,2025-01-24,87,137
PUR6623,MED2399,SHOP3136,HealthCorp,2023-11-09,84,211
PUR6624,MED2222,SHOP3101,ABC Suppliers,2020-06-07,41,182
PUR6625,MED2622,SHOP3057,MedLink,2023-11-14,15,224
PUR6626,MED2168,SHOP3146,HealthCorp,2021-11-24,28,175
PUR6627,MED2773,SHOP3073,LifeLine,2020-02-03,51,198
PUR6628,MED2477,SHOP3001,ABC Suppliers,2024-03-29,43,195
PUR6629,MED2936,SHOP3103,HealthCorp,2023-12-13,31,241
PUR6630,MED2199,SHOP3026,ABC Suppliers,2023-07-18,23,258
PUR6631,MED2033,SHOP3134,MedLink,2019-11-11,13,277
PUR6632,MED2476,SHOP3130,LifeLine,2019-06-25,32,141
PUR6633,MED2922,SHOP3086,ABC Suppliers,2024-05-27,50,174
PUR6634,MED2724,SHOP3005,MedLink,2020-01-01,31,217
PUR6635,MED2485,SHOP3099,MedLink,2019-01-07,32,160
PUR6636,MED2869,SHOP3073,HealthCorp,2020-11-30,61,116
PUR6637,MED2760,SHOP3061,HealthCorp,2025-04-08,10,214
PUR6638,MED2003,SHOP3079,ABC Suppliers,2023-09-05,45,236
PUR6639,MED2342,SHOP3005,LifeLine,2021-06-14,41,243
PUR6640,MED2737,SHOP3051,ABC Suppliers,2023-08-25,48,159
PUR6641,MED2028,SHOP3027,MedLink,2024-01-23,40,156
PUR6642,MED2129,SHOP3016,MedLink,2025-01-27,9,184
PUR6643,MED2046,SHOP3069,HealthCorp,2020-03-22,42,179
PUR6644,MED2653,SHOP3021,ABC Suppliers,2021-10-09,38,249
PUR6645,MED2982,SHOP3055,MedLink,2019-03-12,51,294
PUR6646,MED2588,SHOP3142,LifeLine,2025-04-29,83,269
PUR6647,MED2188,SHOP3027,ABC Suppliers,2024-06-22,28,139
PUR6648,MED2247,SHOP3114,MedLink,2020-11-25,31,206
PUR6649,MED2431,SHOP3139,ABC Suppliers,2021-02-17,31,207
PUR6650,MED2183,SHOP3070,HealthCorp,2021-01-13,23,131
PUR6651,MED2054,SHOP3099,HealthCorp,2023-03-29,63,205
PUR6652,MED2714,SHOP3138,LifeLine,2024-12-10,67,161
PUR6653,MED2770,SHOP3036,ABC Suppliers,2024-10-10,41,259
PUR6654,MED2389,SHOP3121,ABC Suppliers,2025-06-18,93,239
PUR6655,MED2422,SHOP3046,ABC Suppliers,2024-03-18,10,228
PUR6656,MED2234,SHOP3062,MedLink,2023-01-30,88,190
PUR6657,MED2423,SHOP3022,LifeLine,2024-06-20,27,197
PUR6658,MED2469,SHOP3120,MedLink,2022-06-18,0,226
PUR6659,MED2250,SHOP3143,LifeLine,2019-08-17,13,244
PUR6660,MED2019,SHOP3072,LifeLine,2025-06-09,71,227
PUR6661,MED2314,SHOP3127,LifeLine,2023-03-17,56,182
PUR6662,MED2072,SHOP3036,MedLink,2023-12-12,56,160
PUR6663,MED2621,SHOP3064,HealthCorp,2020-11-24,36,173
PUR6664,MED2372,SHOP3010,LifeLine,2020-06-24,23,167
PUR6665,MED2026,SHOP3067,LifeLine,2020-03-04,64,237
PUR6666,MED2645,SHOP3028,MedLink,2023-12-02,68,217
PUR6667,MED2621,SHOP3037,ABC Suppliers,2023-08-10,37,245
PUR6668,MED2126,SHOP3064,ABC Suppliers,2025-07-28,67,240
PUR6669,MED2344,SHOP3110,MedLink,2021-01-13,33,241
PUR6670,MED2819,SHOP3036,MedLink,2023-06-21,63,165
PUR6671,MED2344,SHOP3011,ABC Suppliers,2021-05-14,56,209
PUR6672,MED2865,SHOP3050,HealthCorp,2020-09-22,38,172
PUR6673,MED2670,SHOP3104,MedLink,2019-12-03,35,207
PUR6674,MED2393,SHOP3059,ABC Suppliers,2020-12-23,35,163
PUR6675,MED2558,SHOP3011,HealthCorp,2020-06-14,63,161
PUR6676,MED2267,SHOP3046,HealthCorp,2022-06-05,66,228
PUR6677,MED2758,SHOP3054,HealthCorp,2024-11-26,32,161
PUR6678,MED2522,SHOP3082,MedLink,2021-07-11,33,238
PUR6679,MED2885,SHOP3014,HealthCorp,2020-01-08,36,150
PUR6680,MED2453,SHOP3115,LifeLine,2025-05-03,37,225
PUR6681,MED2456,SHOP3017,ABC Suppliers,2022-02-12,52,211
PUR6682,MED2175,SHOP3054,MedLink,2019-06-05,19,186
PUR6683,MED2614,SHOP3044,ABC Suppliers,2023-12-12,15,171
PUR6684,MED2881,SHOP3136,LifeLine,2023-12-26,54,218
PUR6685,MED2580,SHOP3113,MedLink,2023-08-13,34,315
PUR6686,MED2372,SHOP3071,HealthCorp,2024-11-20,58,170
PUR6687,MED2090,SHOP3096,HealthCorp,2020-09-25,51,232
PUR6688,MED2107,SHOP3017,HealthCorp,2021-02-27,97,199
PUR6689,MED2461,SHOP3051,ABC Suppliers,2021-04-16,44,280
PUR6690,MED2108,SHOP3000,ABC Suppliers,2021-11-13,36,221
PUR6691,MED2098,SHOP3024,HealthCorp,2019-03-21,22,215
PUR6692,MED2047,SHOP3021,ABC Suppliers,2021-08-23,64,218
PUR6693,MED2461,SHOP3095,MedLink,2022-06-27,52,226
PUR6694,MED2337,SHOP3057,HealthCorp,2024-01-26,55,188
PUR6695,MED2071,SHOP3015,ABC Suppliers,2021-10-06,18,159
PUR6696,MED2160,SHOP3133,MedLink,2019-07-21,1,293
PUR6697,MED2534,SHOP3049,HealthCorp,2025-04-25,12,235
PUR6698,MED2696,SHOP3037,HealthCorp,2020-06-22,75,124
PUR6699,MED2101,SHOP3002,HealthCorp,2023-02-13,32,234
PUR6700,MED2613,SHOP3135,HealthCorp,2020-04-09,12,202
PUR6701,MED2420,SHOP3063,HealthCorp,2022-11-28,54,181
PUR6702,MED2927,SHOP3031,HealthCorp,2020-11-21,54,190
PUR6703,MED2932,SHOP3114,ABC Suppliers,2019-06-03,78,220
PUR6704,MED2953,SHOP3090,MedLink,2020-06-30,-2,151
PUR6705,MED2960,SHOP3016,ABC Suppliers,2021-09-14,39,90
PUR6706,MED2268,SHOP3114,ABC Suppliers,2024-06-11,79,191
PUR6707,MED2514,SHOP3080,HealthCorp,2021-02-02,66,219
PUR6708,MED2894,SHOP3081,MedLink,2025-01-21,78,129
PUR6709,MED2955,SHOP3114,MedLink,2024-11-18,41,185
PUR6710,MED2211,SHOP3111,ABC Suppliers,2021-06-10,53,193
PUR6711,MED2245,SHOP3062,LifeLine,2023-06-02,29,152
PUR6712,MED2674,SHOP3067,HealthCorp,2020-07-12,63,157
PUR6713,MED2407,SHOP3089,LifeLine,2021-12-29,87,162
PUR6714,MED2970,SHOP3078,LifeLine,2024-09-19,35,306
PUR6715,MED2861,SHOP3081,HealthCorp,2024-02-23,59,273
PUR6716,MED2522,SHOP3103,MedLink,2023-12-14,31,205
PUR6717,MED2800,SHOP3142,HealthCorp,2021-05-28,19,174
PUR6718,MED2700,SHOP3065,MedLink,2024-04-09,50,226
PUR6719,MED2778,SHOP3120,MedLink,2022-10-14,97,222
PUR6720,MED2037,SHOP3089,HealthCorp,2024-09-18,70,251
PUR6721,MED2710,SHOP3005,MedLink,2022-05-06,63,137
PUR6722,MED2779,SHOP3062,ABC Suppliers,2022-02-15,57,270
PUR6723,MED2429,SHOP3049,ABC Suppliers,2019-11-04,62,204
PUR6724,MED2811,SHOP3059,LifeLine,2021-03-15,5,204
PUR6725,MED2462,SHOP3041,HealthCorp,2021-10-09,43,239
PUR6726,MED2368,SHOP3086,ABC Suppliers,2021-07-19,50,197
PUR6727,MED2305,SHOP3123,ABC Suppliers,2025-06-05,67,228
PUR6728,MED2980,SHOP3047,LifeLine,2023-04-17,59,209
PUR6729,MED2394,SHOP3142,LifeLine,2023-11-21,37,170
PUR6730,MED2069,SHOP3105,HealthCorp,2019-03-06,20,227
PUR6731,MED2643,SHOP3062,ABC Suppliers,2020-07-28,46,186
PUR6732,MED2700,SHOP3144,MedLink,2020-06-07,67,195
PUR6733,MED2486,SHOP3147,MedLink,2023-11-10,8,193
PUR6734,MED2384,SHOP3069,MedLink,2021-11-05,19,132
PUR6735,MED2486,SHOP3013,LifeLine,2025-07-31,60,223
PUR6736,MED2254,SHOP3054,ABC Suppliers,2021-11-12,30,266
PUR6737,MED2730,SHOP3088,MedLink,2022-07-29,68,157
PUR6738,MED2601,SHOP3097,ABC Suppliers,2022-06-15,44,135
PUR6739,MED2534,SHOP3122,LifeLine,2021-02-11,74,140
PUR6740,MED2352,SHOP3083,LifeLine,2019-08-04,55,278
PUR6741,MED2720,SHOP3096,MedLink,2020-03-13,109,237
PUR6742,MED2292,SHOP3046,ABC Suppliers,2023-07-04,76,254
PUR6743,MED2910,SHOP3007,MedLink,2023-02-13,49,202
PUR6744,MED2101,SHOP3039,LifeLine,2024-07-03,32,213
PUR6745,MED2605,SHOP3126,HealthCorp,2023-07-03,53,247
PUR6746,MED2662,SHOP3099,HealthCorp,2022-06-22,11,254
PUR6747,MED2258,SHOP3038,HealthCorp,2023-11-30,52,229
PUR6748,MED2793,SHOP3040,LifeLine,2021-04-09,18,257
PUR6749,MED2561,SHOP3025,ABC Suppliers,2024-08-11,40,217
PUR6750,MED2532,SHOP3138,MedLink,2019-04-13,61,235
PUR6751,MED2444,SHOP3077,MedLink,2021-04-27,48,256
PUR6752,MED2970,SHOP3019,HealthCorp,2024-06-25,64,210
PUR6753,MED2665,SHOP3039,MedLink,2023-11-02,54,179
PUR6754,MED2910,SHOP3021,HealthCorp,2019-06-21,39,182
PUR6755,MED2628,SHOP3055,HealthCorp,2021-10-13,45,169
PUR6756,MED2385,SHOP3122,ABC Suppliers,2020-05-20,58,174
PUR6757,MED2824,SHOP3125,LifeLine,2023-03-11,42,209
PUR6758,MED2560,SHOP3107,ABC Suppliers,2025-02-10,-22,204
PUR6759,MED2017,SHOP3079,MedLink,2022-06-26,32,126
PUR6760,MED2822,SHOP3082,HealthCorp,2022-11-05,42,233
PUR6761,MED2980,SHOP3124,HealthCorp,2023-06-05,4,145
PUR6762,MED2785,SHOP3055,MedLink,2020-05-12,47,170
PUR6763,MED2443,SHOP3025,MedLink,2020-12-04,77,239
PUR6764,MED2388,SHOP3079,ABC Suppliers,2019-09-11,62,191
PUR6765,MED2509,SHOP3031,LifeLine,2023-10-06,79,189
PUR6766,MED2885,SHOP3142,MedLink,2019-08-25,69,149
PUR6767,MED2227,SHOP3111,MedLink,2022-06-28,45,229
PUR6768,MED2989,SHOP3137,HealthCorp,2023-09-12,51,237
PUR6769,MED2676,SHOP3068,HealthCorp,2023-03-17,58,234
PUR6770,MED2997,SHOP3140,MedLink,2020-09-15,94,201
PUR6771,MED2503,SHOP3088,HealthCorp,2021-12-03,75,233
PUR6772,MED2185,SHOP3127,LifeLine,2025-02-20,55,237
PUR6773,MED2232,SHOP3127,ABC Suppliers,2021-03-20,30,197
PUR6774,MED2545,SHOP3088,LifeLine,2019-01-23,30,104
PUR6775,MED2335,SHOP3064,ABC Suppliers,2024-02-21,38,198
PUR6776,MED2271,SHOP3132,LifeLine,2025-02-19,84,299
PUR6777,MED2095,SHOP3128,ABC Suppliers,2024-02-20,46,160
PUR6778,MED2999,SHOP3121,ABC Suppliers,2022-03-08,39,156
