stock_id,shop_id,medicine_id,available_units,last_updated
STK8916,SHOP3089,MED2211,27,2023-01-29
STK8917,SHOP3023,MED2995,4,2019-05-12
STK8918,SHOP3018,MED2393,11,2024-04-21
STK8919,SHOP3043,MED2107,36,2023-08-10
STK8920,SHOP3039,MED2055,16,2022-09-02
STK8921,SHOP3129,MED2582,37,2020-10-10
STK8922,SHOP3061,MED2854,8,2020-04-26
STK8923,SHOP3034,MED2389,,2024-01-24
STK8924,SHOP3020,MED2373,60,2023-09-12
STK8925,SHOP3014,MED2444,34,2024-07-20
STK8926,SHOP3028,MED2936,13,2022-04-19
STK8927,SHOP3001,MED2743,41,2019-10-26
STK8928,SHOP3030,MED2541,39,2025-04-13
STK8929,SHOP3100,MED2512,26,2022-05-09
STK8930,SHOP3012,MED2791,33,2020-08-27
STK8931,SHOP3126,MED2912,25,2023-07-16
STK8932,SHOP3066,MED2629,17,2020-08-02
STK8933,SHOP3058,MED2350,55,2022-06-16
STK8934,SHOP3079,MED2525,27,2023-02-17
STK8935,SHOP3027,MED2197,17,2021-02-17
STK8936,SHOP3030,MED2278,19,2020-06-24
STK8937,SHOP3048,MED2281,26,2020-09-11
STK8938,SHOP3041,MED2358,19,2021-08-31
STK8939,SHOP3083,MED2749,10,2025-04-18
STK8940,SHOP3057,MED2462,30,2019-04-22
STK8941,SHOP3099,MED2051,24,2020-09-13
STK8942,SHOP3072,MED2898,29,2024-12-08
STK8943,SHOP3021,MED2994,18,2021-08-15
STK8944,SHOP3104,MED2140,46,2024-02-04
STK8945,SHOP3016,MED2613,45,2023-12-19
STK8946,SHOP3116,MED2071,46,2022-01-17
STK8947,SHOP3022,MED2372,40,2019-09-24
STK8948,SHOP3087,MED2385,21,2021-01-06
STK8949,SHOP3098,MED2801,44,2020-03-25
STK8950,SHOP3116,MED2642,58,2021-10-06
STK8951,SHOP3013,MED2572,29,2019-02-04
STK8952,SHOP3026,MED2222,41,2021-02-20
STK8953,SHOP3036,MED2510,40,2024-08-21
STK8954,SHOP3111,MED2508,13,2020-09-30
STK8955,SHOP3011,MED2727,20,2025-02-12
STK8956,SHOP3059,MED2434,30,2022-10-11
STK8957,SHOP3024,MED2908,46,2019-08-17
STK8958,SHOP3022,MED2403,24,2019-03-09
STK8959,SHOP3022,MED2284,10,2022-08-31
STK8960,SHOP3079,MED2330,56,2021-12-07
STK8961,SHOP3122,MED2761,51,2024-04-26
STK8962,SHOP3035,MED2892,26,2025-01-07
STK8963,SHOP3018,MED2389,58,2025-05-01
STK8964,SHOP3081,MED2169,13,2024-10-26
STK8965,SHOP3111,MED2332,32,2025-04-23
STK8966,SHOP3062,MED2638,32,2022-08-17
STK8967,SHOP3126,MED2060,24,2020-06-30
STK8968,SHOP3127,MED2031,,2024-04-11
STK8969,SHOP3133,MED2514,56,2023-11-18
STK8970,SHOP3052,MED2083,18,2022-03-25
STK8971,SHOP3076,MED2155,49,2022-05-02
STK8972,SHOP3136,MED2351,34,2019-01-26
STK8973,SHOP3064,MED2496,33,2019-11-26
STK8974,SHOP3017,MED2453,29,2024-10-29
STK8975,SHOP3055,MED2498,23,2021-09-17
STK8976,SHOP3002,MED2408,30,2020-10-13
STK8977,SHOP3080,MED2111,30,2022-08-26
STK8978,SHOP3149,MED2153,26,2021-01-01
STK8979,SHOP3009,MED2599,50,2025-06-06
STK8980,SHOP3013,MED2434,33,2020-10-15
STK8981,SHOP3039,MED2175,18,2023-02-20
STK8982,SHOP3125,MED2521,40,2023-03-08
STK8983,SHOP3041,MED2973,21,2022-09-21
STK8984,SHOP3147,MED2506,41,2020-08-28
STK8985,SHOP3085,MED2621,18,2020-09-26
STK8986,SHOP3011,MED2683,40,2019-07-18
STK8987,SHOP3037,MED2674,27,2024-01-04
STK8988,SHOP3133,MED2013,24,2020-08-12
STK8989,SHOP3042,MED2263,20,2021-02-20
STK8990,SHOP3105,MED2603,30,2019-10-16
STK8991,SHOP3105,MED2736,3,2020-03-01
STK8992,SHOP3110,MED2045,37,2025-07-16
STK8993,SHOP3082,MED2717,24,2023-07-09
STK8994,SHOP3149,MED2336,6,2022-08-16
STK8995,SHOP3036,MED2721,19,2022-04-17
STK8996,SHOP3076,MED2325,25,2022-12-31
STK8997,SHOP3114,MED2754,36,2022-11-22
STK8998,SHOP3118,MED2969,33,2025-02-11
STK8999,SHOP3123,MED2010,2,2022-11-20
STK9000,SHOP3009,MED2746,18,2024-07-19
STK9001,SHOP3053,MED2382,40,2021-12-20
STK9002,SHOP3149,MED2827,43,2022-10-11
STK9003,SHOP3058,MED2598,21,2020-08-03
STK9004,SHOP3058,MED2516,4,2024-06-18
STK9005,SHOP3114,MED2402,15,2025-06-16
STK9006,SHOP3145,MED2768,32,2025-04-06
STK9007,SHOP3056,MED2621,40,2025-07-15
STK9008,SHOP3022,MED2844,20,2020-12-23
STK9009,SHOP3064,MED2999,27,2019-01-19
STK9010,SHOP3038,MED2671,55,2023-06-07
STK9011,SHOP3127,MED2177,33,2024-06-25
STK9012,SHOP3093,MED2255,,2023-08-28
STK9013,SHOP3084,MED2152,19,2024-12-10
STK9014,SHOP3052,MED2134,28,2023-01-30
STK9015,SHOP3066,MED2769,19,2025-04-19
STK9016,SHOP3072,MED2233,34,2019-07-23
STK9017,SHOP3103,MED2290,2,2021-11-19
STK9018,SHOP3083,MED2966,23,2020-08-27
STK9019,SHOP3030,MED2914,,2020-08-25
STK9020,SHOP3106,MED2732,22,2019-04-04
STK9021,SHOP3106,MED2232,37,2021-08-03
STK9022,SHOP3033,MED2607,33,2019-03-07
STK9023,SHOP3055,MED2753,39,2025-05-10
STK9024,SHOP3059,MED2788,55,2023-06-10
STK9025,SHOP3118,MED2565,43,2025-08-07
STK9026,SHOP3067,MED2236,34,2022-10-05
STK9027,SHOP3058,MED2823,29,2021-02-18
STK9028,SHOP3142,MED2848,43,2025-05-17
STK9029,SHOP3139,MED2790,49,2019-04-11
STK9030,SHOP3107,MED2242,10,2022-02-23
STK9031,SHOP3085,MED2151,23,2022-10-26
STK9032,SHOP3071,MED2727,14,2023-09-07
STK9033,SHOP3019,MED2853,27,2022-11-26
STK9034,SHOP3027,MED2082,30,2022-04-05
STK9035,SHOP3124,MED2534,17,2019-05-25
STK9036,SHOP3147,MED2310,37,2021-06-27
STK9037,SHOP3049,MED2561,34,2025-01-26
STK9038,SHOP3120,MED2581,48,2023-01-02
STK9039,SHOP3036,MED2866,,2024-07-27
STK9040,SHOP3032,MED2948,12,2020-12-13
STK9041,SHOP3049,MED2204,29,2021-01-25
STK9042,SHOP3142,MED2342,56,2019-04-09
STK9043,SHOP3007,MED2876,44,2019-07-09
STK9044,SHOP3067,MED2387,48,2019-07-13
STK9045,SHOP3082,MED2542,,2021-10-27
STK9046,SHOP3082,MED2733,9,2023-10-06
STK9047,SHOP3002,MED2799,14,2023-05-12
STK9048,SHOP3021,MED2728,,2022-12-20
STK9049,SHOP3112,MED2307,3,2025-08-29
STK9050,SHOP3010,MED2481,31,2021-10-24
STK9051,SHOP3006,MED2330,39,2022-09-22
STK9052,SHOP3073,MED2709,25,2024-10-29
STK9053,SHOP3120,MED2205,33,2020-11-01
STK9054,SHOP3060,MED2400,21,2022-12-21
STK9055,SHOP3068,MED2732,30,2019-04-02
STK9056,SHOP3143,MED2255,52,2022-04-13
STK9057,SHOP3076,MED2239,42,2019-07-13
STK9058,SHOP3013,MED2187,28,2022-01-10
STK9059,SHOP3058,MED2349,45,2020-12-15
STK9060,SHOP3001,MED2451,26,2019-12-12
STK9061,SHOP3144,MED2652,8,2022-03-07
STK9062,SHOP3078,MED2445,9,2025-03-18
STK9063,SHOP3084,MED2838,18,2020-04-22
STK9064,SHOP3117,MED2789,14,2020-12-03
STK9065,SHOP3057,MED2265,26,2025-07-18
STK9066,SHOP3025,MED2077,11,2022-07-07
STK9067,SHOP3087,MED2945,73,2020-05-10
STK9068,SHOP3014,MED2202,35,2020-10-09
STK9069,SHOP3142,MED2679,0,2022-02-25
STK9070,SHOP3042,MED2424,28,2025-07-04
STK9071,SHOP3007,MED2880,11,2021-10-30
STK9072,SHOP3113,MED2963,24,2019-04-22
STK9073,SHOP3041,MED2505,37,2024-04-13
STK9074,SHOP3097,MED2336,34,2024-08-25
STK9075,SHOP3146,MED2672,42,2019-07-07
STK9076,SHOP3037,MED2116,23,2021-04-21
STK9077,SHOP3022,MED2389,50,2020-01-28
STK9078,SHOP3043,MED2584,18,2019-08-28
STK9079,SHOP3099,MED2561,32,2023-10-15
STK9080,SHOP3098,MED2571,7,2019-12-16
STK9081,SHOP3006,MED2706,26,2023-08-12
STK9082,SHOP3026,MED2801,18,2025-03-08
STK9083,SHOP3039,MED2234,32,2025-08-05
STK9084,SHOP3143,MED2850,32,2024-04-08
STK9085,SHOP3065,MED2122,40,2021-11-05
STK9086,SHOP3087,MED2354,32,2024-09-05
STK9087,SHOP3054,MED2621,36,2022-06-27
STK9088,SHOP3112,MED2679,38,2023-05-04
STK9089,SHOP3123,MED2169,60,2020-12-14
STK9090,SHOP3080,MED2160,30,2021-09-09
STK9091,SHOP3022,MED2390,60,2023-08-22
STK9092,SHOP3021,MED2054,34,2023-09-11
STK9093,SHOP3132,MED2235,9,2020-08-23
STK9094,SHOP3142,MED2317,47,2019-05-11
STK9095,SHOP3070,MED2247,51,2025-03-24
STK9096,SHOP3106,MED2084,46,2021-11-30
STK9097,SHOP3087,MED2462,2,2023-06-08
STK9098,SHOP3087,MED2574,33,2021-07-10
STK9099,SHOP3002,MED2637,38,2021-05-20
STK9100,SHOP3122,MED2223,18,2020-03-04
STK9101,SHOP3035,MED2394,29,2023-07-30
STK9102,SHOP3093,MED2074,25,2023-02-11
STK9103,SHOP3087,MED2075,,2019-11-18
STK9104,SHOP3056,MED2819,21,2023-06-29
STK9105,SHOP3044,MED2855,24,2022-12-11
STK9106,SHOP3107,MED2103,13,2020-09-02
STK9107,SHOP3148,MED2336,31,2022-08-30
STK9108,SHOP3119,MED2859,17,2020-05-16
STK9109,SHOP3148,MED2067,63,2022-07-02
STK9110,SHOP3053,MED2223,19,2021-02-10
STK9111,SHOP3123,MED2639,31,2020-10-24
STK9112,SHOP3145,MED2161,23,2021-04-21
STK9113,SHOP3129,MED2374,46,2021-11-08
STK9114,SHOP3145,MED2759,21,2024-07-13
STK9115,SHOP3061,MED2405,29,2020-02-23
STK9116,SHOP3003,MED2890,24,2023-10-09
STK9117,SHOP3060,MED2864,52,2019-09-19
STK9118,SHOP3138,MED2410,23,2023-01-07
STK9119,SHOP3102,MED2745,29,2020-12-07
STK9120,SHOP3010,MED2882,30,2022-12-13
STK9121,SHOP3109,MED2171,29,2023-10-27
STK9122,SHOP3002,MED2802,12,2023-04-26
STK9123,SHOP3006,MED2189,42,2024-09-03
STK9124,SHOP3121,MED2942,,2020-12-18
STK9125,SHOP3067,MED2788,35,2025-04-02
STK9126,SHOP3050,MED2965,25,2022-01-21
STK9127,SHOP3007,MED2420,22,2022-11-02
STK9128,SHOP3050,MED2972,33,2022-10-22
STK9129,SHOP3116,MED2627,21,2021-07-15
STK9130,SHOP3002,MED2033,36,2019-01-04
STK9131,SHOP3063,MED2821,33,2023-08-10
STK9132,SHOP3033,MED2963,33,2019-10-11
STK9133,SHOP3053,MED2793,,2019-01-05
STK9134,SHOP3112,MED2022,5,2022-09-04
STK9135,SHOP3126,MED2520,23,2019-05-17
STK9136,SHOP3013,MED2628,8,2023-06-11
STK9137,SHOP3028,MED2169,37,2021-05-18
STK9138,SHOP3109,MED2562,8,2020-02-05
STK9139,SHOP3115,MED2945,28,2020-09-27
STK9140,SHOP3061,MED2881,17,2020-09-07
STK9141,SHOP3131,MED2571,8,2020-10-01
STK9142,SHOP3070,MED2761,41,2019-08-25
STK9143,SHOP3029,MED2810,56,2022-05-23
STK9144,SHOP3045,MED2359,,2025-04-24
STK9145,SHOP3053,MED2085,44,2022-12-25
STK9146,SHOP3026,MED2623,55,2025-07-10
STK9147,SHOP3013,MED2523,35,2025-04-09
STK9148,SHOP3143,MED2525,18,2025-07-19
STK9149,SHOP3147,MED2419,39,2024-09-15
STK9150,SHOP3129,MED2870,23,2023-09-23
STK9151,SHOP3056,MED2358,56,2020-02-15
STK9152,SHOP3074,MED2203,30,2024-02-01
STK9153,SHOP3125,MED2272,25,2022-02-22
STK9154,SHOP3077,MED2838,27,2021-10-12
STK9155,SHOP3054,MED2759,14,2025-02-03
STK9156,SHOP3095,MED2065,52,2023-06-16
STK9157,SHOP3026,MED2181,40,2020-10-12
STK9158,SHOP3073,MED2386,35,2024-06-08
STK9159,SHOP3103,MED2414,31,2020-08-03
STK9160,SHOP3082,MED2069,40,2023-03-31
STK9161,SHOP3120,MED2692,26,2024-02-18
STK9162,SHOP3149,MED2686,57,2020-07-01
STK9163,SHOP3048,MED2661,53,2025-01-07
STK9164,SHOP3014,MED2951,45,2019-10-21
STK9165,SHOP3018,MED2964,40,2023-07-05
STK9166,SHOP3044,MED2730,10,2019-06-19
STK9167,SHOP3117,MED2672,20,2025-08-23
STK9168,SHOP3003,MED2533,0,2023-12-18
STK9169,SHOP3136,MED2390,8,2021-02-03
STK9170,SHOP3041,MED2124,40,2022-10-25
STK9171,SHOP3119,MED2991,34,2021-10-29
STK9172,SHOP3023,MED2915,33,2020-07-11
STK9173,SHOP3000,MED2786,15,2022-03-09
STK9174,SHOP3088,MED2896,59,2020-07-21
STK9175,SHOP3036,MED2171,51,2024-03-10
STK9176,SHOP3129,MED2365,40,2025-07-01
STK9177,SHOP3016,MED2928,28,2024-11-20
STK9178,SHOP3087,MED2159,23,2025-06-11
STK9179,SHOP3073,MED2391,39,2023-08-12
STK9180,SHOP3148,MED2405,28,2024-04-21
STK9181,SHOP3106,MED2253,21,2019-05-18
STK9182,SHOP3141,MED2415,41,2022-06-13
STK9183,SHOP3028,MED2136,40,2020-10-02
STK9184,SHOP3041,MED2497,29,2020-02-28
STK9185,SHOP3145,MED2744,37,2024-02-22
STK9186,SHOP3019,MED2654,31,2020-01-10
STK9187,SHOP3019,MED2174,35,2019-06-16
STK9188,SHOP3007,MED2832,36,2021-04-02
STK9189,SHOP3040,MED2740,,2025-08-19
STK9190,SHOP3040,MED2592,34,2024-09-17
STK9191,SHOP3076,MED2514,12,2020-07-17
STK9192,SHOP3080,MED2537,36,2022-01-18
STK9193,SHOP3132,MED2350,38,2022-12-01
STK9194,SHOP3066,MED2837,45,2021-06-28
STK9195,SHOP3003,MED2647,28,2021-02-19
STK9196,SHOP3110,MED2182,33,2019-09-15
STK9197,SHOP3033,MED2098,10,2019-05-01
STK9198,SHOP3019,MED2803,36,2023-06-21
STK9199,SHOP3146,MED2119,24,2020-04-15
STK9200,SHOP3082,MED2403,41,2023-08-13
STK9201,SHOP3032,MED2817,34,2021-12-07
STK9202,SHOP3083,MED2759,52,2022-11-20
STK9203,SHOP3046,MED2248,18,2020-09-02
STK9204,SHOP3094,MED2339,42,2023-01-10
STK9205,SHOP3077,MED2941,15,2023-01-24
STK9206,SHOP3094,MED2992,17,2023-04-22
STK9207,SHOP3069,MED2086,48,2024-02-05
STK9208,SHOP3123,MED2139,28,2021-10-11
STK9209,SHOP3145,MED2264,27,2024-08-24
STK9210,SHOP3005,MED2250,26,2021-03-31
STK9211,SHOP3054,MED2233,42,2019-11-13
STK9212,SHOP3131,MED2996,30,2020-10-13
STK9213,SHOP3099,MED2319,26,2019-08-26
STK9214,SHOP3104,MED2691,50,2025-03-19
STK9215,SHOP3038,MED2203,10,2025-03-08
STK9216,SHOP3046,MED2843,36,2019-03-26
STK9217,SHOP3029,MED2651,29,2024-09-03
STK9218,SHOP3120,MED2726,26,2025-03-30
STK9219,SHOP3082,MED2101,56,2025-06-22
STK9220,SHOP3037,MED2622,27,2024-03-15
STK9221,SHOP3012,MED2397,31,2020-09-25
STK9222,SHOP3063,MED2587,54,2025-03-13
STK9223,SHOP3062,MED2644,34,2021-03-09
STK9224,SHOP3013,MED2567,21,2024-07-25
STK9225,SHOP3069,MED2225,41,2025-01-03
STK9226,SHOP3071,MED2193,27,2023-09-20
STK9227,SHOP3025,MED2905,,2025-07-05
STK9228,SHOP3025,MED2835,28,2019-03-18
STK9229,SHOP3049,MED2362,37,2024-12-21
STK9230,SHOP3060,MED2413,22,2019-06-11
STK9231,SHOP3084,MED2965,18,2023-08-07
STK9232,SHOP3096,MED2603,40,2022-09-18
STK9233,SHOP3008,MED2120,29,2020-10-24
STK9234,SHOP3003,MED2112,2,2021-11-26
STK9235,SHOP3149,MED2615,30,2021-03-31
STK9236,SHOP3046,MED2543,50,2024-03-26
STK9237,SHOP3005,MED2194,38,2022-01-25
STK9238,SHOP3084,MED2984,21,2023-12-07
STK9239,SHOP3104,MED2341,19,2022-06-19
STK9240,SHOP3001,MED2007,30,2023-04-29
STK9241,SHOP3051,MED2018,20,2024-10-07
STK9242,SHOP3095,MED2127,41,2021-08-21
STK9243,SHOP3020,MED2674,17,2025-04-13
STK9244,SHOP3053,MED2165,27,2019-12-19
STK9245,SHOP3040,MED2599,39,2023-09-21
STK9246,SHOP3030,MED2635,13,2022-09-24
STK9247,SHOP3094,MED2614,36,2025-02-15
STK9248,SHOP3007,MED2369,23,2020-07-23
STK9249,SHOP3138,MED2704,39,2019-10-21
STK9250,SHOP3113,MED2592,36,2023-11-20
STK9251,SHOP3017,MED2109,30,2021-03-06
STK9252,SHOP3060,MED2566,1,2024-01-13
STK9253,SHOP3105,MED2713,48,2022-01-11
STK9254,SHOP3141,MED2963,36,2025-04-28
STK9255,SHOP3048,MED2877,20,2021-12-07
STK9256,SHOP3039,MED2285,26,2022-11-05
STK9257,SHOP3103,MED2050,38,2025-08-24
STK9258,SHOP3072,MED2441,53,2020-07-04
STK9259,SHOP3126,MED2852,48,2023-09-22
STK9260,SHOP3119,MED2613,9,2022-05-09
STK9261,SHOP3001,MED2954,45,2019-02-09
STK9262,SHOP3015,MED2839,18,2022-05-12
STK9263,SHOP3094,MED2563,,2024-07-12
STK9264,SHOP3046,MED2147,10,2020-11-15
STK9265,SHOP3124,MED2287,48,2021-04-26
STK9266,SHOP3101,MED2180,18,2022-02-05
STK9267,SHOP3096,MED2824,24,2022-03-02
STK9268,SHOP3049,MED2999,53,2020-07-23
STK9269,SHOP3114,MED2558,35,2019-09-20
STK9270,SHOP3001,MED2758,29,2024-02-03
STK9271,SHOP3098,MED2881,45,2025-05-06
STK9272,SHOP3105,MED2619,46,2023-01-09
STK9273,SHOP3103,MED2144,19,2020-12-31
STK9274,SHOP3054,MED2699,32,2021-08-28
STK9275,SHOP3047,MED2764,40,2022-03-14
STK9276,SHOP3130,MED2279,34,2022-02-24
STK9277,SHOP3071,MED2907,49,2022-12-23
STK9278,SHOP3075,MED2619,21,2019-03-27
STK9279,SHOP3119,MED2242,18,2021-10-27
STK9280,SHOP3101,MED2770,26,2019-05-11
STK9281,SHOP3000,MED2415,11,2025-04-07
STK9282,SHOP3034,MED2876,18,2022-07-12
STK9283,SHOP3107,MED2062,46,2021-05-01
STK9284,SHOP3073,MED2606,43,2023-03-09
STK9285,SHOP3075,MED2707,5,2023-11-09
STK9286,SHOP3093,MED2555,43,2022-12-28
STK9287,SHOP3077,MED2872,20,2022-07-14
STK9288,SHOP3125,MED2588,40,2023-12-29
STK9289,SHOP3085,MED2973,40,2019-06-30
STK9290,SHOP3138,MED2760,52,2024-04-11
STK9291,SHOP3048,MED2966,37,2022-12-26
STK9292,SHOP3148,MED2455,4,2020-03-18
STK9293,SHOP3100,MED2393,30,2019-08-31
STK9294,SHOP3023,MED2256,13,2020-08-25
STK9295,SHOP3088,MED2083,42,2019-05-05
STK9296,SHOP3084,MED2987,29,2021-07-29
STK9297,SHOP3041,MED2828,37,2024-11-23
STK9298,SHOP3018,MED2141,25,2022-07-20
STK9299,SHOP3142,MED2069,51,2021-04-15
STK9300,SHOP3013,MED2129,11,2022-10-17
STK9301,SHOP3072,MED2536,31,2020-06-05
STK9302,SHOP3099,MED2778,32,2019-07-16
STK9303,SHOP3041,MED2038,49,2021-09-30
STK9304,SHOP3030,MED2109,47,2020-02-28
STK9305,SHOP3017,MED2829,21,2024-04-06
STK9306,SHOP3059,MED2449,29,2024-08-05
STK9307,SHOP3147,MED2029,36,2023-02-01
STK9308,SHOP3128,MED2990,24,2022-12-31
STK9309,SHOP3022,MED2252,17,2023-11-16
STK9310,SHOP3080,MED2057,3,2019-06-04
STK9311,SHOP3010,MED2198,46,2019-05-19
STK9312,SHOP3069,MED2191,19,2023-01-25
STK9313,SHOP3147,MED2709,28,2020-11-29
STK9314,SHOP3127,MED2049,28,2019-09-19
STK9315,SHOP3046,MED2852,32,2019-11-28
STK9316,SHOP3097,MED2051,13,2019-12-13
STK9317,SHOP3042,MED2750,36,2022-06-23
STK9318,SHOP3076,MED2348,37,2019-08-24
STK9319,SHOP3083,MED2768,26,2020-01-29
STK9320,SHOP3035,MED2087,40,2021-09-24
STK9321,SHOP3061,MED2416,40,2020-11-25
STK9322,SHOP3125,MED2546,54,2022-07-30
STK9323,SHOP3001,MED2938,20,2020-03-02
STK9324,SHOP3040,MED2617,,2022-09-02
STK9325,SHOP3082,MED2466,38,2019-10-21
STK9326,SHOP3144,MED2558,19,2025-07-15
STK9327,SHOP3039,MED2556,24,2023-08-05
STK9328,SHOP3056,MED2750,20,2020-07-22
STK9329,SHOP3069,MED2915,40,2022-10-07
STK9330,SHOP3147,MED2796,41,2020-09-06
STK9331,SHOP3071,MED2511,3,2023-06-12
STK9332,SHOP3137,MED2657,22,2023-12-12
STK9333,SHOP3126,MED2523,46,2022-06-03
STK9334,SHOP3142,MED2784,47,2025-01-19
STK9335,SHOP3031,MED2549,40,2020-08-25
STK9336,SHOP3068,MED2230,3,2024-02-14
STK9337,SHOP3055,MED2330,24,2023-03-18
STK9338,SHOP3009,MED2260,18,2025-04-11
STK9339,SHOP3109,MED2337,26,2021-12-26
STK9340,SHOP3092,MED2403,31,2022-08-22
STK9341,SHOP3137,MED2585,23,2021-08-26
STK9342,SHOP3075,MED2712,24,2021-02-26
STK9343,SHOP3038,MED2111,31,2019-07-17
STK9344,SHOP3107,MED2455,22,2022-10-10
STK9345,SHOP3010,MED2579,39,2022-12-15
STK9346,SHOP3059,MED2868,40,2022-06-16
STK9347,SHOP3088,MED2898,38,2023-11-05
STK9348,SHOP3067,MED2857,29,2021-02-10
STK9349,SHOP3069,MED2663,16,2024-07-07
STK9350,SHOP3047,MED2403,13,2019-01-25
STK9351,SHOP3097,MED2967,12,2023-12-16
STK9352,SHOP3023,MED2406,49,2022-03-01
STK9353,SHOP3070,MED2048,9,2020-02-19
STK9354,SHOP3098,MED2526,5,2024-02-02
STK9355,SHOP3127,MED2698,35,2023-01-30
STK9356,SHOP3139,MED2370,37,2021-11-06
STK9357,SHOP3112,MED2753,44,2023-08-15
STK9358,SHOP3088,MED2850,22,2020-08-24
STK9359,SHOP3090,MED2565,31,2022-09-06
STK9360,SHOP3144,MED2011,35,2022-06-27
STK9361,SHOP3149,MED2509,69,2021-04-26
STK9362,SHOP3029,MED2943,48,2024-10-04
STK9363,SHOP3136,MED2946,13,2021-01-20
STK9364,SHOP3146,MED2480,16,2021-08-02
STK9365,SHOP3089,MED2013,39,2023-03-08
STK9366,SHOP3105,MED2554,39,2019-09-05
STK9367,SHOP3094,MED2612,63,2019-12-20
STK9368,SHOP3055,MED2496,50,2020-08-22
STK9369,SHOP3015,MED2655,45,2019-12-10
STK9370,SHOP3029,MED2405,39,2025-05-16
STK9371,SHOP3118,MED2652,60,2020-06-28
STK9372,SHOP3146,MED2170,24,2025-05-20
STK9373,SHOP3034,MED2126,46,2024-02-20
STK9374,SHOP3060,MED2065,45,2023-08-11
STK9375,SHOP3077,MED2436,37,2024-01-14
STK9376,SHOP3114,MED2516,31,2021-01-09
STK9377,SHOP3082,MED2804,29,2023-01-21
STK9378,SHOP3025,MED2320,37,2019-04-21
STK9379,SHOP3093,MED2641,35,2023-12-13
STK9380,SHOP3042,MED2636,25,2020-02-06
STK9381,SHOP3098,MED2562,22,2024-09-05
STK9382,SHOP3102,MED2903,1,2023-11-19
STK9383,SHOP3093,MED2614,20,2024-11-23
STK9384,SHOP3147,MED2287,20,2019-12-26
STK9385,SHOP3003,MED2435,21,2019-03-29
STK9386,SHOP3100,MED2514,44,2023-06-02
STK9387,SHOP3057,MED2054,32,2020-09-07
STK9388,SHOP3023,MED2234,14,2025-03-17
STK9389,SHOP3046,MED2668,33,2019-03-27
STK9390,SHOP3009,MED2282,46,2023-07-24
STK9391,SHOP3132,MED2252,46,2025-07-30
STK9392,SHOP3056,MED2074,24,2022-11-10
STK9393,SHOP3040,MED2617,34,2023-11-11
STK9394,SHOP3084,MED2026,35,2020-05-29
STK9395,SHOP3009,MED2788,33,2024-11-28
STK9396,SHOP3019,MED2477,12,2022-10-01
STK9397,SHOP3005,MED2136,44,2021-03-17
STK9398,SHOP3136,MED2354,30,2020-01-04
STK9399,SHOP3010,MED2559,27,2023-05-23
STK9400,SHOP3096,MED2110,45,2021-09-03
STK9401,SHOP3079,MED2521,45,2022-05-11
STK9402,SHOP3114,MED2565,31,2019-08-02
STK9403,SHOP3034,MED2624,19,2024-03-03
STK9404,SHOP3018,MED2220,40,2019-04-04
STK9405,SHOP3145,MED2608,19,2024-05-20
STK9406,SHOP3125,MED2738,45,2021-04-21
STK9407,SHOP3102,MED2476,35,2022-05-10
STK9408,SHOP3144,MED2654,13,2021-04-06
STK9409,SHOP3009,MED2662,19,2021-03-15
STK9410,SHOP3040,MED2455,30,2024-11-20
STK9411,SHOP3107,MED2374,37,2025-08-09
STK9412,SHOP3133,MED2841,11,2024-08-13
STK9413,SHOP3126,MED2438,23,2021-01-09
STK9414,SHOP3066,MED2925,41,2024-10-23
STK9415,SHOP3102,MED2712,48,2021-09-19
STK9416,SHOP3017,MED2378,40,2023-09-06
STK9417,SHOP3006,MED2778,36,2025-07-04
STK9418,SHOP3137,MED2042,27,2020-01-19
STK9419,SHOP3003,MED2921,57,2021-02-23
STK9420,SHOP3051,MED2465,28,2022-04-11
STK9421,SHOP3094,MED2519,30,2019-06-18
STK9422,SHOP3030,MED2000,17,2019-03-31
STK9423,SHOP3013,MED2253,37,2019-02-15
STK9424,SHOP3025,MED2332,4,2020-11-11
STK9425,SHOP3083,MED2329,48,2021-05-06
STK9426,SHOP3063,MED2856,31,2021-09-07
STK9427,SHOP3036,MED2120,3,2023-02-18
STK9428,SHOP3116,MED2411,37,2020-09-20
STK9429,SHOP3121,MED2002,30,2019-06-30
STK9430,SHOP3055,MED2634,35,2021-11-20
STK9431,SHOP3035,MED2424,47,2025-05-25
STK9432,SHOP3085,MED2473,3,2020-08-25
STK9433,SHOP3137,MED2067,26,2020-06-28
STK9434,SHOP3063,MED2174,30,2020-04-05
STK9435,SHOP3125,MED2561,13,2025-05-11
STK9436,SHOP3129,MED2585,,2021-12-16
STK9437,SHOP3120,MED2805,0,2019-12-23
STK9438,SHOP3114,MED2197,34,2025-01-21
STK9439,SHOP3080,MED2974,11,2025-01-26
STK9440,SHOP3061,MED2467,36,2024-08-03
STK9441,SHOP3002,MED2701,45,2022-12-18
STK9442,SHOP3120,MED2267,67,2023-09-10
STK9443,SHOP3038,MED2249,16,2020-03-07
STK9444,SHOP3016,MED2511,27,2021-07-24
STK9445,SHOP3003,MED2661,19,2025-05-18
STK9446,SHOP3027,MED2854,33,2024-06-29
STK9447,SHOP3047,MED2821,50,2024-03-12
STK9448,SHOP3053,MED2723,22,2023-08-19
STK9449,SHOP3041,MED2897,69,2024-12-01
STK9450,SHOP3065,MED2744,28,2024-08-18
STK9451,SHOP3140,MED2295,43,2020-10-14
STK9452,SHOP3112,MED2993,24,2022-01-11
STK9453,SHOP3013,MED2534,17,2021-08-09
